rank,incomePerSec,Common,Rare,Legendary,RatioCommon,RatioRare,RatioLegendary
635,203668110,9.03E+14,3.81E+14,4.00E+14,2.25546E-07,5.34562E-07,5.0917E-07
636,208934930,9.37E+14,3.93E+14,4.12E+14,2.22983E-07,5.31641E-07,5.07124E-07
637,214201750,9.71E+14,4.05E+14,4.25E+14,2.20599E-07,5.28893E-07,5.04004E-07
638,219468570,1.01E+15,4.18E+14,4.38E+14,2.17296E-07,5.25044E-07,5.0107E-07
639,224735390,1.04E+15,4.30E+14,4.51E+14,2.16092E-07,5.2264E-07,4.98305E-07
640,230002210,1.08E+15,4.43E+14,4.64E+14,2.12965E-07,5.19192E-07,4.95694E-07
641,236856276,1.12E+15,4.59E+14,4.81E+14,2.11479E-07,5.16027E-07,4.92425E-07
642,243710342,1.17E+15,4.75E+14,4.97E+14,2.08299E-07,5.13074E-07,4.90363E-07
643,250564408,1.21E+15,4.92E+14,5.14E+14,2.07078E-07,5.09277E-07,4.87479E-07
644,257418474,1.26E+15,5.08E+14,5.31E+14,2.043E-07,5.06729E-07,4.84781E-07
645,264272540,1.31E+15,5.25E+14,5.48E+14,2.01735E-07,5.03376E-07,4.82249E-07
646,271126606,1.35E+15,5.42E+14,5.65E+14,2.00835E-07,5.00234E-07,4.7987E-07
647,277980672,1.40E+15,5.59E+14,5.83E+14,1.98558E-07,4.97282E-07,4.76811E-07
648,284834738,1.45E+15,5.76E+14,6.00E+14,1.96438E-07,4.94505E-07,4.74725E-07
649,291688804,1.50E+15,5.93E+14,6.18E+14,1.94459E-07,4.91887E-07,4.71988E-07
650,298542870,1.55E+15,6.11E+14,6.36E+14,1.92608E-07,4.88614E-07,4.69407E-07
651,307469302,1.62E+15,6.33E+14,6.58E+14,1.89796E-07,4.85733E-07,4.67279E-07
652,316395734,1.68E+15,6.55E+14,6.81E+14,1.88331E-07,4.83047E-07,4.64605E-07
653,325322166,1.75E+15,6.77E+14,7.04E+14,1.85898E-07,4.80535E-07,4.62105E-07
654,334248598,1.81E+15,7.00E+14,7.27E+14,1.84668E-07,4.77498E-07,4.59764E-07
655,343175030,1.88E+15,7.23E+14,7.51E+14,1.8254E-07,4.74654E-07,4.56957E-07
656,352101462,1.95E+15,7.46E+14,7.75E+14,1.80565E-07,4.71986E-07,4.54324E-07
657,361027894,2.02E+15,7.70E+14,7.98E+14,1.78727E-07,4.68867E-07,4.52416E-07
658,369954326,2.09E+15,7.94E+14,8.23E+14,1.77012E-07,4.65937E-07,4.49519E-07
659,378880758,2.16E+15,8.17E+14,8.47E+14,1.75408E-07,4.63746E-07,4.47321E-07
660,387807190,2.24E+15,8.42E+14,8.72E+14,1.73128E-07,4.60579E-07,4.44733E-07
661,399441406,2.33E+15,8.72E+14,9.02E+14,1.71434E-07,4.58075E-07,4.4284E-07
662,411075622,2.42E+15,9.03E+14,9.34E+14,1.69866E-07,4.55233E-07,4.40124E-07
663,422709838,2.51E+15,9.34E+14,9.65E+14,1.6841E-07,4.5258E-07,4.38041E-07
664,434344054,2.61E+15,9.65E+14,9.97E+14,1.66415E-07,4.50097E-07,4.35651E-07
665,445978270,2.70E+15,9.97E+14,1.03E+15,1.65177E-07,4.4732E-07,4.32989E-07
666,457612486,2.80E+15,1.03E+15,1.06E+15,1.63433E-07,4.44284E-07,4.3171E-07
667,469246702,2.90E+15,1.06E+15,1.09E+15,1.61809E-07,4.42686E-07,4.30502E-07
668,480880918,3.00E+15,1.09E+15,1.13E+15,1.60294E-07,4.41175E-07,4.25558E-07
669,492515134,3.11E+15,1.13E+15,1.16E+15,1.58365E-07,4.35854E-07,4.24582E-07
670,504149350,3.21E+15,1.16E+15,1.19E+15,1.57056E-07,4.34612E-07,4.23655E-07
671,519324245,3.34E+15,1.20E+15,1.24E+15,1.55486E-07,4.3277E-07,4.1881E-07
672,534499140,3.47E+15,1.24E+15,1.28E+15,1.54034E-07,4.31048E-07,4.17577E-07
673,549674035,3.60E+15,1.29E+15,1.32E+15,1.52687E-07,4.26104E-07,4.1642E-07
674,564848930,3.74E+15,1.33E+15,1.37E+15,1.51029E-07,4.24698E-07,4.12298E-07
675,580023825,3.87E+15,1.37E+15,1.41E+15,1.49877E-07,4.23375E-07,4.11364E-07
676,595198720,4.01E+15,1.42E+15,1.46E+15,1.48429E-07,4.19154E-07,4.0767E-07
677,610373615,4.16E+15,1.46E+15,1.50E+15,1.46724E-07,4.18064E-07,4.06916E-07
678,625548510,4.30E+15,1.51E+15,1.55E+15,1.45476E-07,4.14271E-07,4.0358E-07
679,640723405,4.45E+15,1.55E+15,1.59E+15,1.43983E-07,4.1337E-07,4.02971E-07
680,655898300,4.59E+15,1.60E+15,1.64E+15,1.42897E-07,4.09936E-07,3.99938E-07
681,675706429,4.78E+15,1.66E+15,1.70E+15,1.41361E-07,4.07052E-07,3.97474E-07
682,695514558,4.96E+15,1.71E+15,1.75E+15,1.40225E-07,4.06734E-07,3.97437E-07
683,715322687,5.15E+15,1.77E+15,1.81E+15,1.38898E-07,4.04137E-07,3.95206E-07
684,735130816,5.35E+15,1.83E+15,1.87E+15,1.37408E-07,4.01711E-07,3.93118E-07
685,754938945,5.54E+15,1.89E+15,1.93E+15,1.36271E-07,3.99439E-07,3.9116E-07
686,774747074,5.74E+15,1.95E+15,2.00E+15,1.34973E-07,3.97306E-07,3.87374E-07
687,794555203,5.94E+15,2.02E+15,2.06E+15,1.33764E-07,3.93344E-07,3.85706E-07
688,814363332,6.15E+15,2.08E+15,2.12E+15,1.32417E-07,3.91521E-07,3.84134E-07
689,834171461,6.35E+15,2.14E+15,2.18E+15,1.31366E-07,3.898E-07,3.82647E-07
690,853979590,6.56E+15,2.20E+15,2.25E+15,1.3018E-07,3.88173E-07,3.79546E-07
691,879855172,6.83E+15,2.28E+15,2.33E+15,1.28822E-07,3.85901E-07,3.7762E-07
692,905730754,7.09E+15,2.36E+15,2.41E+15,1.27748E-07,3.83784E-07,3.75822E-07
693,931606336,7.36E+15,2.44E+15,2.49E+15,1.26577E-07,3.81806E-07,3.74139E-07
694,957481918,7.63E+15,2.53E+15,2.57E+15,1.25489E-07,3.78451E-07,3.72561E-07
695,983357500,7.91E+15,2.61E+15,2.65E+15,1.24318E-07,3.76765E-07,3.71078E-07
696,1009233082,8.19E+15,2.69E+15,2.74E+15,1.23227E-07,3.7518E-07,3.68333E-07
697,1035108664,8.48E+15,2.78E+15,2.82E+15,1.22065E-07,3.72341E-07,3.6706E-07
698,1060984246,8.77E+15,2.86E+15,2.91E+15,1.20979E-07,3.70974E-07,3.64599E-07
699,1086859828,9.06E+15,2.95E+15,2.99E+15,1.19962E-07,3.68427E-07,3.63498E-07
700,1112735410,9.36E+15,3.04E+15,3.08E+15,1.18882E-07,3.66031E-07,3.61278E-07
701,1146562566,9.73E+15,3.15E+15,3.19E+15,1.17838E-07,3.63988E-07,3.59424E-07
702,1180389722,1.01E+16,3.26E+15,3.30E+15,1.1687E-07,3.62083E-07,3.57694E-07
703,1214216878,1.05E+16,3.37E+15,3.41E+15,1.1564E-07,3.60302E-07,3.56075E-07
704,1248044034,1.09E+16,3.48E+15,3.52E+15,1.14499E-07,3.58633E-07,3.54558E-07
705,1281871190,1.13E+16,3.60E+15,3.64E+15,1.1344E-07,3.56075E-07,3.52162E-07
706,1315698346,1.17E+16,3.71E+15,3.75E+15,1.12453E-07,3.54636E-07,3.50853E-07
707,1349525502,1.21E+16,3.83E+15,3.87E+15,1.11531E-07,3.52357E-07,3.48715E-07
708,1383352658,1.25E+16,3.95E+15,3.99E+15,1.10668E-07,3.50216E-07,3.46705E-07
709,1417179814,1.29E+16,4.07E+15,4.10E+15,1.09859E-07,3.48201E-07,3.45654E-07
710,1451006970,1.33E+16,4.19E+15,4.22E+15,1.09098E-07,3.46302E-07,3.43841E-07
711,1495262683,1.39E+16,4.34E+15,4.38E+15,1.07573E-07,3.44531E-07,3.41384E-07
712,1539518396,1.44E+16,4.50E+15,4.53E+15,1.06911E-07,3.42115E-07,3.3985E-07
713,1583774109,1.50E+16,4.65E+15,4.69E+15,1.05585E-07,3.40597E-07,3.37692E-07
714,1628029822,1.55E+16,4.81E+15,4.85E+15,1.05034E-07,3.38468E-07,3.35676E-07
715,1672285535,1.61E+16,4.98E+15,5.01E+15,1.03869E-07,3.358E-07,3.3379E-07
716,1716541248,1.67E+16,5.14E+15,5.17E+15,1.02787E-07,3.33957E-07,3.3202E-07
717,1760796961,1.72E+16,5.30E+15,5.33E+15,1.02372E-07,3.32226E-07,3.30356E-07
718,1805052674,1.78E+16,5.47E+15,5.49E+15,1.01407E-07,3.29991E-07,3.28789E-07
719,1849308387,1.84E+16,5.64E+15,5.66E+15,1.00506E-07,3.27892E-07,3.26733E-07
720,1893564100,1.91E+16,5.81E+15,5.83E+15,9.91395E-08,3.25915E-07,3.24797E-07
721,1951507161,1.98E+16,6.02E+15,6.04E+15,9.8561E-08,3.24171E-07,3.23097E-07
722,2009450222,2.06E+16,6.24E+15,6.25E+15,9.75461E-08,3.22027E-07,3.21512E-07
723,2067393283,2.14E+16,6.46E+15,6.47E+15,9.66072E-08,3.2003E-07,3.19535E-07
724,2125336344,2.22E+16,6.68E+15,6.69E+15,9.57359E-08,3.18164E-07,3.17689E-07
725,2183279405,2.30E+16,6.90E+15,6.91E+15,9.49252E-08,3.16417E-07,3.15959E-07
726,2241222466,2.38E+16,7.13E+15,7.13E+15,9.4169E-08,3.14337E-07,3.14337E-07
727,2299165527,2.46E+16,7.35E+15,7.36E+15,9.3462E-08,3.12812E-07,3.12387E-07
728,2357108588,2.55E+16,7.58E+15,7.58E+15,9.24356E-08,3.10964E-07,3.10964E-07
729,2415051649,2.63E+16,7.82E+15,7.81E+15,9.18271E-08,3.0883E-07,3.09226E-07
730,2472994710,2.72E+16,8.05E+15,8.04E+15,9.09189E-08,3.07204E-07,3.07586E-07
731,2548915648,2.83E+16,8.35E+15,8.34E+15,9.00677E-08,3.05259E-07,3.05625E-07
732,2624836586,2.94E+16,8.65E+15,8.63E+15,8.92802E-08,3.03449E-07,3.04153E-07
733,2700757524,3.05E+16,8.95E+15,8.93E+15,8.85494E-08,3.01761E-07,3.02436E-07
734,2776678462,3.16E+16,9.26E+15,9.23E+15,8.78696E-08,2.99857E-07,3.00832E-07
735,2852599400,3.28E+16,9.57E+15,9.53E+15,8.69695E-08,2.98077E-07,2.99328E-07
736,2928520338,3.39E+16,9.88E+15,9.84E+15,8.6387E-08,2.96409E-07,2.97614E-07
737,3004441276,3.51E+16,1.02E+16,1.02E+16,8.55966E-08,2.94553E-07,2.94553E-07
738,3080362214,3.63E+16,1.05E+16,1.05E+16,8.48585E-08,2.93368E-07,2.93368E-07
739,3156283152,3.75E+16,1.08E+16,1.08E+16,8.41676E-08,2.92248E-07,2.92248E-07
740,3232204090,3.88E+16,1.12E+16,1.11E+16,8.33042E-08,2.8859E-07,2.9119E-07
741,3331755976,4.03E+16,1.16E+16,1.15E+16,8.26738E-08,2.8722E-07,2.89718E-07
742,3431307862,4.19E+16,1.20E+16,1.19E+16,8.18928E-08,2.85942E-07,2.88345E-07
743,3530859748,4.35E+16,1.24E+16,1.23E+16,8.11692E-08,2.84747E-07,2.87062E-07
744,3630411634,4.51E+16,1.28E+16,1.27E+16,8.04969E-08,2.83626E-07,2.85859E-07
745,3729963520,4.67E+16,1.33E+16,1.32E+16,7.98707E-08,2.80448E-07,2.82573E-07
746,3829515406,4.84E+16,1.37E+16,1.36E+16,7.91222E-08,2.79527E-07,2.81582E-07
747,3929067292,5.00E+16,1.41E+16,1.40E+16,7.85813E-08,2.78657E-07,2.80648E-07
748,4028619178,5.17E+16,1.46E+16,1.44E+16,7.7923E-08,2.75933E-07,2.79765E-07
749,4128171064,5.35E+16,1.50E+16,1.49E+16,7.71621E-08,2.75211E-07,2.77058E-07
750,4227722950,5.52E+16,1.55E+16,1.53E+16,7.65892E-08,2.72756E-07,2.76322E-07
751,4358359589,5.74E+16,1.61E+16,1.59E+16,7.59296E-08,2.70706E-07,2.74111E-07
752,4488996228,5.96E+16,1.66E+16,1.64E+16,7.53187E-08,2.70421E-07,2.73719E-07
753,4619632867,6.18E+16,1.72E+16,1.70E+16,7.47513E-08,2.68583E-07,2.71743E-07
754,4750269506,6.41E+16,1.78E+16,1.76E+16,7.41072E-08,2.66869E-07,2.69902E-07
755,4880906145,6.64E+16,1.84E+16,1.82E+16,7.35076E-08,2.65267E-07,2.68182E-07
756,5011542784,6.88E+16,1.90E+16,1.87E+16,7.28422E-08,2.63765E-07,2.67997E-07
757,5142179423,7.12E+16,1.96E+16,1.93E+16,7.22216E-08,2.62356E-07,2.66434E-07
758,5272816062,7.36E+16,2.02E+16,1.99E+16,7.16415E-08,2.6103E-07,2.64966E-07
759,5403452701,7.60E+16,2.08E+16,2.05E+16,7.10981E-08,2.59781E-07,2.63583E-07
760,5534089340,7.85E+16,2.15E+16,2.11E+16,7.0498E-08,2.574E-07,2.62279E-07
761,5705646110,8.16E+16,2.23E+16,2.19E+16,6.99221E-08,2.55859E-07,2.60532E-07
762,5877202880,8.47E+16,2.31E+16,2.27E+16,6.93885E-08,2.54424E-07,2.58908E-07
763,6048759650,8.79E+16,2.39E+16,2.35E+16,6.88141E-08,2.53086E-07,2.57394E-07
764,6220316420,9.11E+16,2.47E+16,2.43E+16,6.82801E-08,2.51835E-07,2.5598E-07
765,6391873190,9.44E+16,2.55E+16,2.51E+16,6.77105E-08,2.50662E-07,2.54656E-07
766,6563429960,9.77E+16,2.64E+16,2.59E+16,6.71794E-08,2.48615E-07,2.53414E-07
767,6734986730,1.01E+17,2.72E+16,2.67E+16,6.6683E-08,2.4761E-07,2.52247E-07
768,6906543500,1.05E+17,2.80E+16,2.75E+16,6.57766E-08,2.46662E-07,2.51147E-07
769,7078100270,1.08E+17,2.89E+16,2.83E+16,6.5538E-08,2.44917E-07,2.5011E-07
770,7249657040,1.11E+17,2.98E+16,2.92E+16,6.53122E-08,2.43277E-07,2.48276E-07
771,7475121374,1.16E+17,3.09E+16,3.02E+16,6.44407E-08,2.41913E-07,2.47521E-07
772,7700585708,1.20E+17,3.20E+16,3.13E+16,6.41715E-08,2.40643E-07,2.46025E-07
773,7926050042,1.25E+17,3.31E+16,3.24E+16,6.34084E-08,2.39458E-07,2.44631E-07
774,8151514376,1.29E+17,3.42E+16,3.35E+16,6.319E-08,2.38348E-07,2.43329E-07
775,8376978710,1.34E+17,3.54E+16,3.46E+16,6.25148E-08,2.36638E-07,2.42109E-07
776,8602443044,1.39E+17,3.65E+16,3.57E+16,6.18881E-08,2.35683E-07,2.40965E-07
777,8827907378,1.44E+17,3.77E+16,3.68E+16,6.13049E-08,2.34162E-07,2.39889E-07
778,9053371712,1.48E+17,3.89E+16,3.80E+16,6.11714E-08,2.32734E-07,2.38247E-07
779,9278836046,1.53E+17,4.01E+16,3.91E+16,6.0646E-08,2.31392E-07,2.3731E-07
780,9504300380,1.58E+17,4.13E+16,4.03E+16,6.01538E-08,2.30128E-07,2.35839E-07
781,9800834552,1.64E+17,4.28E+16,4.18E+16,5.97612E-08,2.28991E-07,2.3447E-07
782,10097368724,1.71E+17,4.44E+16,4.32E+16,5.90489E-08,2.27418E-07,2.33735E-07
783,10393902896,1.77E+17,4.59E+16,4.47E+16,5.87226E-08,2.26447E-07,2.32526E-07
784,10690437068,1.84E+17,4.75E+16,4.62E+16,5.81002E-08,2.25062E-07,2.31395E-07
785,10986971240,1.90E+17,4.91E+16,4.78E+16,5.78262E-08,2.23767E-07,2.29853E-07
786,11283505412,1.97E+17,5.07E+16,4.93E+16,5.72767E-08,2.22554E-07,2.28874E-07
787,11580039584,2.04E+17,5.23E+16,5.09E+16,5.67649E-08,2.21416E-07,2.27506E-07
788,11876573756,2.10E+17,5.39E+16,5.24E+16,5.65551E-08,2.20345E-07,2.26652E-07
789,12173107928,2.17E+17,5.56E+16,5.40E+16,5.60973E-08,2.18941E-07,2.25428E-07
790,12469642100,2.24E+17,5.73E+16,5.56E+16,5.5668E-08,2.1762E-07,2.24274E-07
791,12859941898,2.33E+17,5.94E+16,5.77E+16,5.51929E-08,2.16497E-07,2.22876E-07
792,13250241696,2.42E+17,6.15E+16,5.97E+16,5.47531E-08,2.15451E-07,2.21947E-07
793,13640541494,2.51E+17,6.37E+16,6.18E+16,5.43448E-08,2.14137E-07,2.20721E-07
794,14030841292,2.60E+17,6.59E+16,6.39E+16,5.39648E-08,2.12911E-07,2.19575E-07
795,14421141090,2.69E+17,6.81E+16,6.60E+16,5.36102E-08,2.11764E-07,2.18502E-07
796,14811440888,2.79E+17,7.03E+16,6.81E+16,5.30876E-08,2.10689E-07,2.17495E-07
797,15201740686,2.88E+17,7.25E+16,7.02E+16,5.27838E-08,2.09679E-07,2.16549E-07
798,15592040484,2.98E+17,7.48E+16,7.24E+16,5.23223E-08,2.0845E-07,2.1536E-07
799,15982340282,3.08E+17,7.71E+16,7.46E+16,5.18907E-08,2.07294E-07,2.1424E-07
800,16372640080,3.18E+17,7.94E+16,7.68E+16,5.14863E-08,2.06205E-07,2.13185E-07
801,16886740979,3.30E+17,8.24E+16,7.96E+16,5.11719E-08,2.04936E-07,2.12145E-07
802,17400841878,3.43E+17,8.53E+16,8.24E+16,5.07313E-08,2.03996E-07,2.11175E-07
803,17914942777,3.55E+17,8.83E+16,8.53E+16,5.04646E-08,2.02887E-07,2.10023E-07
804,18429043676,3.68E+17,9.14E+16,8.82E+16,5.00789E-08,2.01631E-07,2.08946E-07
805,18943144575,3.82E+17,9.44E+16,9.11E+16,4.95894E-08,2.00669E-07,2.07938E-07
806,19457245474,3.95E+17,9.75E+16,9.40E+16,4.92588E-08,1.99561E-07,2.06992E-07
807,19971346373,4.08E+17,1.01E+17,9.70E+16,4.89494E-08,1.97736E-07,2.0589E-07
808,20485447272,4.22E+17,1.04E+17,1.00E+17,4.85437E-08,1.96975E-07,2.04854E-07
809,20999548171,4.36E+17,1.07E+17,1.03E+17,4.81641E-08,1.96257E-07,2.03879E-07
810,21513649070,4.50E+17,1.10E+17,1.06E+17,4.78081E-08,1.95579E-07,2.02959E-07
811,22191329016,4.67E+17,1.14E+17,1.10E+17,4.75189E-08,1.94661E-07,2.01739E-07
812,22869008962,4.85E+17,1.18E+17,1.14E+17,4.71526E-08,1.93805E-07,2.00605E-07
813,23546688908,5.03E+17,1.23E+17,1.18E+17,4.68125E-08,1.91436E-07,1.99548E-07
814,24224368854,5.21E+17,1.27E+17,1.22E+17,4.64959E-08,1.90743E-07,1.9856E-07
815,24902048800,5.40E+17,1.31E+17,1.26E+17,4.61149E-08,1.90092E-07,1.97635E-07
816,25579728746,5.59E+17,1.35E+17,1.30E+17,4.57598E-08,1.89479E-07,1.96767E-07
817,26257408692,5.78E+17,1.40E+17,1.34E+17,4.5428E-08,1.87553E-07,1.95951E-07
818,26935088638,5.97E+17,1.44E+17,1.38E+17,4.51174E-08,1.87049E-07,1.95182E-07
819,27612768584,6.16E+17,1.48E+17,1.42E+17,4.48259E-08,1.86573E-07,1.94456E-07
820,28290448530,6.36E+17,1.53E+17,1.47E+17,4.44818E-08,1.84905E-07,1.92452E-07
821,29184426704,6.61E+17,1.59E+17,1.52E+17,4.41519E-08,1.8355E-07,1.92003E-07
822,30078404878,6.86E+17,1.64E+17,1.57E+17,4.38461E-08,1.83405E-07,1.91582E-07
823,30972383052,7.12E+17,1.70E+17,1.63E+17,4.35005E-08,1.8219E-07,1.90015E-07
824,31866361226,7.37E+17,1.76E+17,1.68E+17,4.32379E-08,1.81059E-07,1.89681E-07
825,32760339400,7.64E+17,1.82E+17,1.74E+17,4.288E-08,1.80002E-07,1.88278E-07
826,33654317574,7.90E+17,1.88E+17,1.79E+17,4.26004E-08,1.79012E-07,1.88013E-07
827,34548295748,8.17E+17,1.94E+17,1.85E+17,4.22868E-08,1.78084E-07,1.86748E-07
828,35442273922,8.44E+17,2.00E+17,1.91E+17,4.19932E-08,1.77211E-07,1.85562E-07
829,36336252096,8.71E+17,2.06E+17,1.97E+17,4.17179E-08,1.7639E-07,1.84448E-07
830,37230230270,8.99E+17,2.12E+17,2.02E+17,4.14129E-08,1.75614E-07,1.84308E-07
831,38410428570,9.34E+17,2.20E+17,2.10E+17,4.11247E-08,1.74593E-07,1.82907E-07
832,39590626870,9.70E+17,2.28E+17,2.17E+17,4.08151E-08,1.73643E-07,1.82445E-07
833,40770825170,1.01E+18,2.36E+17,2.25E+17,4.03672E-08,1.72758E-07,1.81204E-07
834,41951023470,1.04E+18,2.44E+17,2.33E+17,4.03375E-08,1.7193E-07,1.80047E-07
835,43131221770,1.08E+18,2.52E+17,2.40E+17,3.99363E-08,1.71156E-07,1.79713E-07
836,44311420070,1.12E+18,2.60E+17,2.48E+17,3.95638E-08,1.70429E-07,1.78675E-07
837,45491618370,1.15E+18,2.69E+17,2.56E+17,3.95579E-08,1.69114E-07,1.77702E-07
838,46671816670,1.19E+18,2.77E+17,2.64E+17,3.922E-08,1.6849E-07,1.76787E-07
839,47852014970,1.23E+18,2.86E+17,2.72E+17,3.89041E-08,1.67315E-07,1.75927E-07
840,49032213270,1.27E+18,2.94E+17,2.80E+17,3.8608E-08,1.66776E-07,1.75115E-07
841,50591437652,1.32E+18,3.05E+17,2.90E+17,3.83268E-08,1.65874E-07,1.74453E-07
842,52150662034,1.37E+18,3.16E+17,3.00E+17,3.80662E-08,1.65034E-07,1.73836E-07
843,53709886416,1.42E+18,3.27E+17,3.11E+17,3.78239E-08,1.6425E-07,1.72701E-07
844,55269110798,1.47E+18,3.39E+17,3.21E+17,3.7598E-08,1.63036E-07,1.72178E-07
845,56828335180,1.52E+18,3.50E+17,3.32E+17,3.73871E-08,1.62367E-07,1.7117E-07
846,58387559562,1.58E+18,3.61E+17,3.43E+17,3.69542E-08,1.61738E-07,1.70226E-07
847,59946783944,1.63E+18,3.73E+17,3.54E+17,3.67772E-08,1.60715E-07,1.69341E-07
848,61506008326,1.68E+18,3.85E+17,3.65E+17,3.66107E-08,1.59756E-07,1.6851E-07
849,63065232708,1.74E+18,3.97E+17,3.76E+17,3.62444E-08,1.58854E-07,1.67727E-07
850,64624457090,1.79E+18,4.08E+17,3.87E+17,3.6103E-08,1.58393E-07,1.66988E-07
851,66685977271,1.86E+18,4.24E+17,4.01E+17,3.58527E-08,1.57278E-07,1.66299E-07
852,68747497452,1.94E+18,4.39E+17,4.15E+17,3.54369E-08,1.566E-07,1.65657E-07
853,70809017633,2.01E+18,4.54E+17,4.30E+17,3.52284E-08,1.55967E-07,1.64672E-07
854,72870537814,2.08E+18,4.70E+17,4.44E+17,3.50339E-08,1.55044E-07,1.64123E-07
855,74932057995,2.15E+18,4.86E+17,4.59E+17,3.48521E-08,1.54181E-07,1.63251E-07
856,76993578176,2.23E+18,5.02E+17,4.74E+17,3.45263E-08,1.53374E-07,1.62434E-07
857,79055098357,2.30E+18,5.18E+17,4.89E+17,3.43718E-08,1.52616E-07,1.61667E-07
858,81116618538,2.38E+18,5.34E+17,5.04E+17,3.40826E-08,1.51904E-07,1.60946E-07
859,83178138719,2.46E+18,5.50E+17,5.19E+17,3.38123E-08,1.51233E-07,1.60266E-07
860,85239658900,2.53E+18,5.67E+17,5.35E+17,3.36916E-08,1.50334E-07,1.59326E-07
861,87967327985,2.63E+18,5.88E+17,5.54E+17,3.34477E-08,1.49604E-07,1.58786E-07
862,90694997070,2.73E+18,6.09E+17,5.74E+17,3.32216E-08,1.48924E-07,1.58005E-07
863,93422666155,2.83E+18,6.31E+17,5.94E+17,3.30115E-08,1.48055E-07,1.57277E-07
864,96150335240,2.94E+18,6.53E+17,6.15E+17,3.27042E-08,1.47244E-07,1.56342E-07
865,98878004325,3.04E+18,6.75E+17,6.35E+17,3.25257E-08,1.46486E-07,1.55713E-07
866,1.02E+11,3.14E+18,6.97E+17,6.56E+17,3.24841E-08,1.46341E-07,1.55488E-07
867,1.04E+11,3.25E+18,7.19E+17,6.76E+17,0.000000032,1.44645E-07,1.53846E-07
868,1.07E+11,3.36E+18,7.42E+17,6.97E+17,3.18452E-08,1.44205E-07,1.53515E-07
869,1.10E+11,3.46E+18,7.64E+17,7.18E+17,3.17919E-08,1.43979E-07,1.53203E-07
870,1.13E+11,3.57E+18,7.87E+17,7.40E+17,3.16527E-08,1.43583E-07,1.52703E-07
871,1.16E+11,3.71E+18,8.17E+17,7.67E+17,3.12668E-08,1.41983E-07,1.51239E-07
872,1.20E+11,3.85E+18,8.46E+17,7.94E+17,3.11688E-08,1.41844E-07,1.51134E-07
873,1.23E+11,4.00E+18,8.76E+17,8.22E+17,3.075E-08,1.40411E-07,1.49635E-07
874,1.27E+11,4.14E+18,9.06E+17,8.50E+17,3.06763E-08,1.40177E-07,1.49412E-07
875,1.31E+11,4.29E+18,9.37E+17,8.78E+17,3.05361E-08,1.39808E-07,1.49203E-07
876,1.34E+11,4.44E+18,9.68E+17,9.07E+17,3.01802E-08,1.3843E-07,1.4774E-07
877,1.38E+11,4.58E+18,9.99E+17,9.35E+17,3.0131E-08,1.38138E-07,1.47594E-07
878,1.41E+11,4.74E+18,1.03E+18,9.64E+17,2.97468E-08,1.36893E-07,1.46266E-07
879,1.45E+11,4.89E+18,1.06E+18,9.94E+17,2.96524E-08,1.36792E-07,1.45875E-07
880,1.49E+11,5.04E+18,1.09E+18,1.02E+18,2.95635E-08,1.36697E-07,1.46078E-07
881,1.53E+11,5.24E+18,1.13E+18,1.06E+18,2.91985E-08,1.35398E-07,1.4434E-07
882,1.58E+11,5.44E+18,1.18E+18,1.10E+18,2.90441E-08,1.33898E-07,1.43636E-07
883,1.63E+11,5.64E+18,1.22E+18,1.14E+18,2.89007E-08,1.33607E-07,1.42982E-07
884,1.68E+11,5.84E+18,1.26E+18,1.18E+18,2.87671E-08,1.33333E-07,1.42373E-07
885,1.73E+11,6.05E+18,1.30E+18,1.22E+18,2.8595E-08,1.33077E-07,1.41803E-07
886,1.77E+11,6.26E+18,1.34E+18,1.25E+18,2.82748E-08,1.3209E-07,1.416E-07
887,1.82E+11,6.47E+18,1.39E+18,1.29E+18,2.81298E-08,1.30935E-07,1.41085E-07
888,1.87E+11,6.68E+18,1.43E+18,1.33E+18,2.7994E-08,1.30769E-07,1.40602E-07
889,1.92E+11,6.89E+18,1.47E+18,1.38E+18,2.78665E-08,1.30612E-07,1.3913E-07
890,1.96E+11,7.11E+18,1.52E+18,1.42E+18,2.75668E-08,1.28947E-07,1.38028E-07
891,2.03E+11,7.39E+18,1.58E+18,1.47E+18,2.74696E-08,1.28481E-07,1.38095E-07
892,2.09E+11,7.67E+18,1.63E+18,1.52E+18,2.7249E-08,1.28221E-07,1.375E-07
893,2.16E+11,7.95E+18,1.69E+18,1.57E+18,2.71698E-08,1.27811E-07,1.3758E-07
894,2.22E+11,8.24E+18,1.75E+18,1.63E+18,2.69417E-08,1.26857E-07,1.36196E-07
895,2.28E+11,8.53E+18,1.81E+18,1.68E+18,2.67292E-08,1.25967E-07,1.35714E-07
896,2.35E+11,8.82E+18,1.87E+18,1.74E+18,2.6644E-08,1.25668E-07,1.35057E-07
897,2.41E+11,9.12E+18,1.93E+18,1.79E+18,2.64254E-08,1.2487E-07,1.34637E-07
898,2.47E+11,9.42E+18,1.99E+18,1.85E+18,2.62208E-08,1.24121E-07,1.33514E-07
899,2.54E+11,9.72E+18,2.05E+18,1.90E+18,2.61317E-08,1.23902E-07,1.33684E-07
900,2.60E+11,1.00E+19,2.11E+18,1.96E+18,0.000000026,1.23223E-07,1.32653E-07
901,2.68E+11,1.04E+19,2.19E+18,2.03E+18,2.57692E-08,1.22374E-07,1.3202E-07
902,2.77E+11,1.08E+19,2.27E+18,2.11E+18,2.56481E-08,1.22026E-07,1.3128E-07
